drugbank_id	group	drugbank-id	id	name	organism	known_action	position	resource	uniprot_ids
DB00216	approved	DB00216	BE0000797	5-hydroxytryptamine receptor 1B	Humans	yes	1	UniProtKB	P28222
DB00217	approved	DB00217	BE0004864	Alpha-2 adrenergic receptors	Humans	yes	NA	UniProtKB	P08913
DB00217	approved	DB00217	BE0000644	ATP-sensitive inward rectifier potassium channel 1	Humans	yes	1	UniProtKB	P48048
DB00219	approved	DB00219	BE0000092	Muscarinic acetylcholine receptor M1	Humans	yes	NA	UniProtKB	P11229
DB00221	approved	DB00221	BE0000172	Beta-1 adrenergic receptor	Humans	yes	NA	UniProtKB	P08588
DB00222	approved	DB00222	BE0000644	ATP-sensitive inward rectifier potassium channel 1	Humans	yes	2	UniProtKB	P48048
DB00222	approved	DB00222	BE0000708	ATP-sensitive inward rectifier potassium channel 11	Humans	yes	1	UniProtKB	Q14654
DB00222	approved	DB00222	BE0000207	ATP-binding cassette sub-family C member 8	Humans	yes	3	UniProtKB	Q09428
DB00223	approved	DB00223	BE0000794	Glucocorticoid receptor	Humans	yes	1	UniProtKB	P04150
DB00226	approved	DB00226	BE0000486	Sodium-dependent noradrenaline transporter	Humans	yes	1	UniProtKB	P23975
DB00227	approved	DB00227	BE0000574	3-hydroxy-3-methylglutaryl-coenzyme A reductase	Humans	yes	1	UniProtKB	P04035
DB00228	approved	DB00228	BE0004902	Voltage-dependent calcium channel	Humans	yes	6	UniProtKB	Q06432
DB00228	approved	DB00228	BE0004797	GABA(A) Receptor	Humans	yes	1	UniProtKB	P14867
DB00228	approved	DB00228	BE0000433	Glycine receptor subunit alpha-1	Humans	yes	7	UniProtKB	P23415
DB00230	approved	DB00230	BE0000691	Voltage-dependent calcium channel subunit alpha-2/delta-1	Humans	yes	2	UniProtKB	P54289
DB00231	approved	DB00231	BE0004797	GABA(A) Receptor	Humans	yes	4	UniProtKB	P14867
DB00234	approved	DB00234	BE0000486	Sodium-dependent noradrenaline transporter	Humans	yes	NA	UniProtKB	P23975
DB00235	approved	DB00235	BE0000436	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	Humans	yes	NA	UniProtKB	Q14432
DB00237	approved	DB00237	BE0004797	GABA(A) Receptor	Humans	yes	1	UniProtKB	P14867
DB00240	approved	DB00240	BE0000794	Glucocorticoid receptor	Humans	yes	1	UniProtKB	P04150
DB00241	approved	DB00241	BE0000381	Gamma-aminobutyric acid receptor subunit alpha-2	Humans	yes	1	UniProtKB	P47869
DB00241	approved	DB00241	BE0000478	Gamma-aminobutyric acid receptor subunit alpha-4	Humans	yes	3	UniProtKB	P48169
DB00241	approved	DB00241	BE0000764	Gamma-aminobutyric acid receptor subunit alpha-6	Humans	yes	5	UniProtKB	Q16445
DB00241	approved	DB00241	BE0004797	GABA(A) Receptor	Humans	yes	10	UniProtKB	P14867
DB00241	approved	DB00241	BE0000471	Gamma-aminobutyric acid receptor subunit alpha-5	Humans	yes	4	UniProtKB	P31644
DB00241	approved	DB00241	BE0000795	Gamma-aminobutyric acid receptor subunit alpha-1	Humans	yes	NA	UniProtKB	P14867
DB00241	approved	DB00241	BE0000523	Gamma-aminobutyric acid receptor subunit alpha-3	Humans	yes	2	UniProtKB	P34903
DB00242	approved	DB00242	BE0003615	DNA polymerase epsilon subunit 2	Humans	yes	7	UniProtKB	P56282
DB00242	approved	DB00242	BE0000546	DNA polymerase alpha catalytic subunit	Humans	yes	5	UniProtKB	P09884
DB00242	approved	DB00242	BE0003613	Ribonucleoside-diphosphate reductase subunit M2 B	Humans	yes	3	UniProtKB	Q7LG56
DB00242	approved	DB00242	BE0003616	DNA polymerase epsilon subunit 4	Humans	yes	9	UniProtKB	Q9NR33
DB00242	approved	DB00242	BE0003617	DNA polymerase epsilon subunit 3	Humans	yes	8	UniProtKB	Q9NRF9
DB00242	approved	DB00242	BE0000325	Ribonucleoside-diphosphate reductase large subunit	Humans	yes	1	UniProtKB	P23921
DB00242	approved	DB00242	BE0003614	DNA polymerase epsilon catalytic subunit A	Humans	yes	6	UniProtKB	Q07864
DB00242	approved	DB00242	BE0002450	Ribonucleoside-diphosphate reductase subunit M2	Humans	yes	2	UniProtKB	P31350
DB00242	approved	DB00242	BE0000250	Purine nucleoside phosphorylase	Humans	yes	10	UniProtKB	P00491
DB00244	approved	DB00244	BE0000017	Prostaglandin G/H synthase 1	Humans	yes	2	UniProtKB	P23219
DB00244	approved	DB00244	BE0000215	Peroxisome proliferator-activated receptor gamma	Humans	yes	4	UniProtKB	P37231
DB00244	approved	DB00244	BE0000248	Arachidonate 5-lipoxygenase	Humans	yes	3	UniProtKB	P09917
DB00244	approved	DB00244	BE0000262	Prostaglandin G/H synthase 2	Humans	yes	1	UniProtKB	P35354
DB00245	approved	DB00245	BE0000647	Sodium-dependent dopamine transporter	Humans	yes	NA	UniProtKB	Q01959
DB00245	approved	DB00245	BE0000092	Muscarinic acetylcholine receptor M1	Humans	yes	NA	UniProtKB	P11229
DB00246	approved	DB00246	BE0000533	5-hydroxytryptamine receptor 2C	Humans	yes	9	UniProtKB	P28335
DB00246	approved	DB00246	BE0000659	5-hydroxytryptamine receptor 1D	Humans	yes	7	UniProtKB	P28221
DB00246	approved	DB00246	BE0000291	5-hydroxytryptamine receptor 1A	Humans	yes	5	UniProtKB	P08908
DB00246	approved	DB00246	BE0000756	Dopamine D2 receptor	Humans	yes	1	UniProtKB	P14416
DB00246	approved	DB00246	BE0000451	5-hydroxytryptamine receptor 2A	Humans	yes	2	UniProtKB	P28223
DB00247	approved	DB00247	BE0000291	5-hydroxytryptamine receptor 1A	Humans	yes	4	UniProtKB	P08908
DB00247	approved	DB00247	BE0000451	5-hydroxytryptamine receptor 2A	Humans	yes	3	UniProtKB	P28223
DB00247	approved	DB00247	BE0000533	5-hydroxytryptamine receptor 2C	Humans	yes	2	UniProtKB	P28335
DB00247	approved	DB00247	BE0000650	5-hydroxytryptamine receptor 7	Humans	yes	5	UniProtKB	P34969
DB00247	approved	DB00247	BE0000393	5-hydroxytryptamine receptor 2B	Humans	yes	1	UniProtKB	P41595
DB00248	approved	DB00248	BE0000756	Dopamine D2 receptor	Humans	yes	NA	UniProtKB	P14416
DB00252	approved	DB00252	BE0000197	Sodium channel protein type 5 subunit alpha	Humans	yes	1	UniProtKB	Q14524
DB00252	approved	DB00252	BE0008715	Voltage-dependent L-type calcium channel	Humans	yes	17	UniProtKB	Q13936
DB00252	approved	DB00252	BE0000090	Potassium voltage-gated channel subfamily H member 2	Humans	yes	16	UniProtKB	Q12809
DB00252	approved	DB00252	BE0002084	Sodium channel protein type 8 subunit alpha	Humans	yes	19	UniProtKB	Q9UQD0
DB00252	approved	DB00252	BE0002081	Sodium channel protein type 2 subunit alpha	Humans	yes	18	UniProtKB	Q99250
DB00252	approved	DB00252	BE0000141	Sodium channel protein type 1 subunit alpha	Humans	yes	2	UniProtKB	P35498
DB00253	approved	DB00253	BE0000794	Glucocorticoid receptor	Humans	yes	1	UniProtKB	P04150
DB00255	approved	DB00255	BE0002088	Estrogen-related receptor gamma	Humans	yes	NA	UniProtKB	P62508
DB00255	approved	DB00255	BE0000792	Estrogen receptor beta	Humans	yes	3	UniProtKB	Q92731
DB00255	approved	DB00255	BE0000123	Estrogen receptor alpha	Humans	yes	NA	UniProtKB	P03372
DB00257	approved	DB00257	BE0000415	Intermediate conductance calcium-activated potassium channel protein 4	Humans	yes	2	UniProtKB	O15554
DB00261	approved	DB00261	BE0000436	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	Humans	yes	NA	UniProtKB	Q14432
DB00262	approved	DB00262	BE0000648	Glutathione reductase, mitochondrial	Humans	yes	NA	UniProtKB	P00390
DB00264	approved	DB00264	BE0000172	Beta-1 adrenergic receptor	Humans	yes	NA	UniProtKB	P08588
DB00266	approved	DB00266	BE0000713	Vitamin K epoxide reductase complex subunit 1	Humans	yes	1	UniProtKB	Q9BQB6
DB00268	approved	DB00268	BE0000756	Dopamine D2 receptor	Humans	yes	2	UniProtKB	P14416
DB00268	approved	DB00268	BE0000581	Dopamine D3 receptor	Humans	yes	1	UniProtKB	P35462
DB00270	approved	DB00270	BE0002359	Voltage-dependent L-type calcium channel subunit alpha-1D	Humans	yes	6	UniProtKB	Q01668
DB00270	approved	DB00270	BE0000691	Voltage-dependent calcium channel subunit alpha-2/delta-1	Humans	yes	2	UniProtKB	P54289
DB00270	approved	DB00270	BE0002396	Voltage-dependent calcium channel subunit alpha-2/delta-2	Humans	yes	5	UniProtKB	Q9NY47
DB00270	approved	DB00270	BE0002355	Voltage-dependent L-type calcium channel subunit alpha-1S	Humans	yes	7	UniProtKB	Q13698
DB00270	approved	DB00270	BE0002354	Voltage-dependent L-type calcium channel subunit beta-2	Humans	yes	3	UniProtKB	Q08289
DB00270	approved	DB00270	BE0000430	Voltage-dependent L-type calcium channel subunit alpha-1C	Humans	yes	1	UniProtKB	Q13936
DB00270	approved	DB00270	BE0000864	Voltage-dependent T-type calcium channel subunit alpha-1H	Humans	yes	4	UniProtKB	O95180
DB00272	approved	DB00272	BE0000112	Histamine H2 receptor	Humans	yes	NA	UniProtKB	P25021
DB00273	approved	DB00273	BE0009738	Voltage-gated sodium channel alpha subunit	Humans	yes	2	UniProtKB	P35498
DB00273	approved	DB00273	BE0000322	Carbonic anhydrase 2	Humans	yes	4	UniProtKB	P00918
DB00273	approved	DB00273	BE0000535	Carbonic anhydrase 4	Humans	yes	5	UniProtKB	P22748
DB00273	approved	DB00273	BE0000795	Gamma-aminobutyric acid receptor subunit alpha-1	Humans	yes	1	UniProtKB	P14867
DB00273	approved	DB00273	BE0009793	Kainate receptors	Humans	yes	3	UniProtKB	P39086
DB00273	approved	DB00273	BE0009739	Voltage gated L-type calcium channel	Humans	yes	9	UniProtKB	Q13936
DB00275	approved	DB00275	BE0000062	Type-1 angiotensin II receptor	Humans	yes	NA	UniProtKB	P30556
DB00276	approved	DB00276	BE0000742	DNA topoisomerase 2-alpha	Humans	yes	2	UniProtKB	P11388
DB00277	approved	DB00277	BE0002366	Histone deacetylase 2	Humans	yes	11	UniProtKB	Q92769
DB00277	approved	DB00277	BE0000924	Adenosine receptor A2a	Humans	yes	2	UniProtKB	P29274
DB00277	approved	DB00277	BE0000487	cAMP-specific 3',5'-cyclic phosphodiesterase 4B	Humans	yes	4	UniProtKB	Q07343
DB00277	approved	DB00277	BE0000182	cGMP-specific 3',5'-cyclic phosphodiesterase	Humans	yes	5	UniProtKB	O76074
DB00277	approved	DB00277	BE0000436	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	Humans	yes	7	UniProtKB	Q14432
DB00277	approved	DB00277	BE0001133	cAMP-specific 3',5'-cyclic phosphodiesterase 4A	Humans	yes	6	UniProtKB	P27815
DB00277	approved	DB00277	BE0000241	Adenosine receptor A2b	Humans	yes	3	UniProtKB	P29275
DB00277	approved	DB00277	BE0000013	Adenosine receptor A1	Humans	yes	1	UniProtKB	P30542
DB00278	approved	DB00278	BE0000048	Prothrombin	Humans	yes	NA	UniProtKB	P00734
DB00279	approved	DB00279	BE0000687	Thyroid hormone receptor alpha	Humans	yes	1	UniProtKB	P10827
DB00279	approved	DB00279	BE0000315	Thyroid hormone receptor beta	Humans	yes	2	UniProtKB	P10828
DB00280	approved	DB00280	BE0000197	Sodium channel protein type 5 subunit alpha	Humans	yes	1	UniProtKB	Q14524
DB00281	approved	DB00281	BE0001143	Sodium channel protein type 9 subunit alpha	Humans	yes	2	UniProtKB	Q15858
DB00281	approved	DB00281	BE0000197	Sodium channel protein type 5 subunit alpha	Humans	yes	3	UniProtKB	Q14524
DB00281	approved	DB00281	BE0000177	Sodium channel protein type 10 subunit alpha	Humans	yes	1	UniProtKB	Q9Y5Y9
DB00282	approved	DB00282	BE0000776	Farnesyl pyrophosphate synthase	Humans	yes	1	UniProtKB	P14324
DB00283	approved	DB00283	BE0000442	Histamine H1 receptor	Humans	yes	NA	UniProtKB	P35367
DB00284	approved	DB00284	BE0002639	Pancreatic alpha-amylase	Humans	yes	NA	UniProtKB	P04746
DB00284	approved	DB00284	BE0000876	Lysosomal alpha-glucosidase	Humans	yes	NA	UniProtKB	P10253
DB00284	approved	DB00284	BE0000837	Maltase-glucoamylase, intestinal	Humans	yes	NA	UniProtKB	O43451
DB00284	approved	DB00284	BE0001176	Sucrase-isomaltase, intestinal	Humans	yes	NA	UniProtKB	P14410
DB00285	approved	DB00285	BE0000486	Sodium-dependent noradrenaline transporter	Humans	yes	2	UniProtKB	P23975
DB00285	approved	DB00285	BE0000749	Sodium-dependent serotonin transporter	Humans	yes	1	UniProtKB	P31645
DB00286	approved	DB00286	BE0000792	Estrogen receptor beta	Humans	yes	25	UniProtKB	Q92731
DB00286	approved	DB00286	BE0000123	Estrogen receptor alpha	Humans	yes	NA	UniProtKB	P03372
DB00287	approved	DB00287	BE0000610	Prostaglandin F2-alpha receptor	Humans	yes	NA	UniProtKB	P43088
DB00288	approved	DB00288	BE0000794	Glucocorticoid receptor	Humans	yes	1	UniProtKB	P04150
DB00289	approved	DB00289	BE0000486	Sodium-dependent noradrenaline transporter	Humans	yes	NA	UniProtKB	P23975
DB00292	approved	DB00292	BE0000572	Alpha-2B adrenergic receptor	Humans	yes	2	UniProtKB	P18089
DB00292	approved	DB00292	BE0004797	GABA(A) Receptor	Humans	yes	6	UniProtKB	P14867
DB00292	approved	DB00292	BE0000795	Gamma-aminobutyric acid receptor subunit alpha-1	Humans	yes	1	UniProtKB	P14867
DB00293	approved	DB00293	BE0000324	Thymidylate synthase	Humans	yes	NA	UniProtKB	P04818
DB00294	approved	DB00294	BE0000557	Progesterone receptor	Humans	yes	1	UniProtKB	P06401
DB00295	approved	DB00295	BE0000420	Delta-type opioid receptor	Humans	yes	3	UniProtKB	P41143
DB00295	approved	DB00295	BE0000632	Kappa-type opioid receptor	Humans	yes	2	UniProtKB	P41145
DB00295	approved	DB00295	BE0000770	Mu-type opioid receptor	Humans	yes	1	UniProtKB	P35372
DB00296	approved	DB00296	BE0000177	Sodium channel protein type 10 subunit alpha	Humans	yes	NA	UniProtKB	Q9Y5Y9
DB00297	approved	DB00297	BE0000177	Sodium channel protein type 10 subunit alpha	Humans	yes	1	UniProtKB	Q9Y5Y9
DB00298	approved	DB00298	BE0000575	Alpha-1B adrenergic receptor	Humans	yes	3	UniProtKB	P35368
DB00298	approved	DB00298	BE0000501	Alpha-1A adrenergic receptor	Humans	yes	1	UniProtKB	P35348
DB00298	approved	DB00298	BE0000715	Alpha-1D adrenergic receptor	Humans	yes	2	UniProtKB	P25100
DB00302	approved	DB00302	BE0000211	Plasminogen	Humans	yes	1	UniProtKB	P00747
DB00304	approved	DB00304	BE0000123	Estrogen receptor alpha	Humans	yes	2	UniProtKB	P03372
DB00304	approved	DB00304	BE0000557	Progesterone receptor	Humans	yes	1	UniProtKB	P06401
DB00306	approved	DB00306	BE0000764	Gamma-aminobutyric acid receptor subunit alpha-6	Humans	yes	5	UniProtKB	Q16445
DB00306	approved	DB00306	BE0000471	Gamma-aminobutyric acid receptor subunit alpha-5	Humans	yes	4	UniProtKB	P31644
DB00306	approved	DB00306	BE0000381	Gamma-aminobutyric acid receptor subunit alpha-2	Humans	yes	1	UniProtKB	P47869
DB00306	approved	DB00306	BE0000523	Gamma-aminobutyric acid receptor subunit alpha-3	Humans	yes	2	UniProtKB	P34903
DB00306	approved	DB00306	BE0000478	Gamma-aminobutyric acid receptor subunit alpha-4	Humans	yes	3	UniProtKB	P48169
DB00306	approved	DB00306	BE0004797	GABA(A) Receptor	Humans	yes	10	UniProtKB	P14867
DB00306	approved	DB00306	BE0000795	Gamma-aminobutyric acid receptor subunit alpha-1	Humans	yes	NA	UniProtKB	P14867
DB00307	approved	DB00307	BE0000078	Retinoic acid receptor RXR-beta	Humans	yes	2	UniProtKB	P28702
DB00307	approved	DB00307	BE0000707	Retinoic acid receptor RXR-gamma	Humans	yes	3	UniProtKB	P48443
DB00307	approved	DB00307	BE0000412	Retinoic acid receptor RXR-alpha	Humans	yes	1	UniProtKB	P19793
DB00308	approved	DB00308	BE0000090	Potassium voltage-gated channel subfamily H member 2	Humans	yes	3	UniProtKB	Q12809
DB00308	approved	DB00308	BE0000430	Voltage-dependent L-type calcium channel subunit alpha-1C	Humans	yes	1	UniProtKB	Q13936
DB00308	approved	DB00308	BE0000303	Voltage-dependent L-type calcium channel subunit beta-1	Humans	yes	2	UniProtKB	Q02641
DB00309	approved	DB00309	BE0000026	Tubulin beta-1 chain	Humans	yes	NA	UniProtKB	Q9H4B7
DB00310	approved	DB00310	BE0000267	Carbonic anhydrase 1	Humans	yes	2	UniProtKB	P00915
DB00310	approved	DB00310	BE0000502	Solute carrier family 12 member 1	Humans	yes	NA	UniProtKB	Q13621
DB00312	approved	DB00312	BE0000471	Gamma-aminobutyric acid receptor subunit alpha-5	Humans	yes	5	UniProtKB	P31644
DB00312	approved	DB00312	BE0000523	Gamma-aminobutyric acid receptor subunit alpha-3	Humans	yes	3	UniProtKB	P34903
DB00312	approved	DB00312	BE0000795	Gamma-aminobutyric acid receptor subunit alpha-1	Humans	yes	1	UniProtKB	P14867
DB00312	approved	DB00312	BE0000478	Gamma-aminobutyric acid receptor subunit alpha-4	Humans	yes	4	UniProtKB	P48169
DB00312	approved	DB00312	BE0000764	Gamma-aminobutyric acid receptor subunit alpha-6	Humans	yes	6	UniProtKB	Q16445
DB00312	approved	DB00312	BE0004797	GABA(A) Receptor	Humans	yes	13	UniProtKB	P14867
DB00312	approved	DB00312	BE0000381	Gamma-aminobutyric acid receptor subunit alpha-2	Humans	yes	2	UniProtKB	P47869
DB00313	approved	DB00313	BE0000881	Histone deacetylase 9	Humans	yes	0	UniProtKB	Q9UKV0
DB00315	approved	DB00315	BE0000797	5-hydroxytryptamine receptor 1B	Humans	yes	1	UniProtKB	P28222
DB00315	approved	DB00315	BE0000659	5-hydroxytryptamine receptor 1D	Humans	yes	2	UniProtKB	P28221
DB00315	approved	DB00315	BE0000460	5-hydroxytryptamine receptor 1F	Humans	yes	3	UniProtKB	P30939
DB00316	approved	DB00316	BE0000017	Prostaglandin G/H synthase 1	Humans	yes	2	UniProtKB	P23219
DB00316	approved	DB00316	BE0000262	Prostaglandin G/H synthase 2	Humans	yes	2	UniProtKB	P35354
DB00317	approved	DB00317	BE0000767	Epidermal growth factor receptor	Humans	yes	NA	UniProtKB	P00533
DB00318	approved	DB00318	BE0000420	Delta-type opioid receptor	Humans	yes	3	UniProtKB	P41143
DB00318	approved	DB00318	BE0000632	Kappa-type opioid receptor	Humans	yes	2	UniProtKB	P41145
DB00318	approved	DB00318	BE0000770	Mu-type opioid receptor	Humans	yes	1	UniProtKB	P35372
DB00320	approved	DB00320	BE0000797	5-hydroxytryptamine receptor 1B	Humans	yes	2	UniProtKB	P28222
DB00320	approved	DB00320	BE0000659	5-hydroxytryptamine receptor 1D	Humans	yes	1	UniProtKB	P28221
DB00321	approved	DB00321	BE0000486	Sodium-dependent noradrenaline transporter	Humans	yes	1	UniProtKB	P23975
DB00321	approved	DB00321	BE0000451	5-hydroxytryptamine receptor 2A	Humans	yes	3	UniProtKB	P28223
DB00321	approved	DB00321	BE0000749	Sodium-dependent serotonin transporter	Humans	yes	2	UniProtKB	P31645
DB00322	approved	DB00322	BE0000324	Thymidylate synthase	Humans	yes	NA	UniProtKB	P04818
DB00323	approved	DB00323	BE0002089	Catechol O-methyltransferase	Humans	yes	NA	UniProtKB	P21964
DB00324	approved	DB00324	BE0000794	Glucocorticoid receptor	Humans	yes	1	UniProtKB	P04150
DB00325	approved	DB00325	BE0000556	Atrial natriuretic peptide receptor 1	Humans	yes	NA	UniProtKB	P16066
DB00327	approved	DB00327	BE0000770	Mu-type opioid receptor	Humans	yes	1	UniProtKB	P35372
DB00327	approved	DB00327	BE0000632	Kappa-type opioid receptor	Humans	yes	3	UniProtKB	P41145
DB00327	approved	DB00327	BE0000420	Delta-type opioid receptor	Humans	yes	2	UniProtKB	P41143
DB00328	approved	DB00328	BE0000262	Prostaglandin G/H synthase 2	Humans	yes	2	UniProtKB	P35354
DB00328	approved	DB00328	BE0001640	Phospholipase A2, membrane associated	Humans	yes	3	UniProtKB	P14555
DB00331	approved	DB00331	BE0000254	5'-AMP-activated protein kinase subunit beta-1	Humans	yes	NA	UniProtKB	Q9Y478
DB00331	approved	DB00331	BE0003887	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial	Humans	yes	7	UniProtKB	Q16134
DB00332	approved	DB00332	BE0000560	Muscarinic acetylcholine receptor M2	Humans	yes	NA	UniProtKB	P08172
DB00332	approved	DB00332	BE0000092	Muscarinic acetylcholine receptor M1	Humans	yes	NA	UniProtKB	P11229
DB00332	approved	DB00332	BE0000045	Muscarinic acetylcholine receptor M3	Humans	yes	1	UniProtKB	P20309
DB00333	approved	DB00333	BE0000420	Delta-type opioid receptor	Humans	yes	3	UniProtKB	P41143
DB00333	approved	DB00333	BE0000770	Mu-type opioid receptor	Humans	yes	1	UniProtKB	P35372
DB00333	approved	DB00333	BE0004956	NMDA receptor	Humans	yes	2	UniProtKB	Q05586
DB00333	approved	DB00333	BE0002341	Neuronal acetylcholine receptor subunit alpha-7	Humans	yes	13	UniProtKB	P36544
DB00334	approved	DB00334	BE0000756	Dopamine D2 receptor	Humans	yes	2	UniProtKB	P14416
DB00334	approved	DB00334	BE0000451	5-hydroxytryptamine receptor 2A	Humans	yes	1	UniProtKB	P28223
DB00335	approved	DB00335	BE0000172	Beta-1 adrenergic receptor	Humans	yes	NA	UniProtKB	P08588
DB00337	approved	DB00337	BE0002386	Serine/threonine-protein kinase mTOR	Humans	yes	1	UniProtKB	P42345
DB00338	approved	DB00338	BE0000349	Potassium-transporting ATPase alpha chain 1	Humans	yes	NA	UniProtKB	P20648
DB00340	approved	DB00340	BE0004890	Muscarinic acetylcholine receptor	Humans	yes	1	UniProtKB	P11229
DB00341	approved	DB00341	BE0000442	Histamine H1 receptor	Humans	yes	NA	UniProtKB	P35367
DB00342	approved	DB00342	BE0000442	Histamine H1 receptor	Humans	yes	NA	UniProtKB	P35367
DB00343	approved	DB00343	BE0000430	Voltage-dependent L-type calcium channel subunit alpha-1C	Humans	yes	9	UniProtKB	Q13936
DB00343	approved	DB00343	BE0000679	Voltage-dependent calcium channel gamma-1 subunit	Humans	yes	NA	UniProtKB	Q06432
DB00344	approved	DB00344	BE0000486	Sodium-dependent noradrenaline transporter	Humans	yes	NA	UniProtKB	P23975
DB00344	approved	DB00344	BE0000749	Sodium-dependent serotonin transporter	Humans	yes	NA	UniProtKB	P31645
DB00346	approved	DB00346	BE0000501	Alpha-1A adrenergic receptor	Humans	yes	NA	UniProtKB	P35348
DB00346	approved	DB00346	BE0000575	Alpha-1B adrenergic receptor	Humans	yes	NA	UniProtKB	P35368
DB00346	approved	DB00346	BE0000715	Alpha-1D adrenergic receptor	Humans	yes	NA	UniProtKB	P25100
DB00347	approved	DB00347	BE0000483	Voltage-dependent T-type calcium channel subunit alpha-1G	Humans	yes	NA	UniProtKB	O43497
